%Relative calibration of ALIS
%    cam1      cam2     cam3      cam4     cam5    cam6
5577  1         1.06     1.74      1.60     1.22    1.65
4278  1         1.21     1.72      1.62     1.33    2.31
6300  1         1.42     1.83      1.67     1.71    2.42
